"","X","paranum","paratext","doc","ents"
"248",248,"126","126. The representative of Japan emphasized the importance that his delegation attached to e - commerce, including in the context of enabling inclusive trade. Referring to the proposal contained in document JOB/DEV/39/Rev.1, he said that his delegation wished to hear more from the proponents on concrete measures that could be taken by the WTO to improve infrastructure and the technical conditions for the development of cross-border e-commerce. With regard to the MC11 and beyond, he believed that Members needed to consider the WTO's work on e-commerce in a pragmatic and focused way. His delegation looked forward to engaging in active discussions on e-commerce.","WTCOMTDM101.pdf","Japan, WTO, Members, WTO"
"249",249,"127","127. The representative of Uganda, on behalf of the LDC Group, noted that the proponents of the various proposals had taken into account the process that had been earlier suggested to Members, which was that submissions relating to e-commerce needed to be first taken to the relevant bodies, as set out in paragraphs 2 to 5 of the 1998 Work Programme. Discussions would need to have matured in these bodies before being reported to the General Council. He recalled a number of elements from paragraphs 1.1 and 1.2 of the Work Programme, and emphasized that the non - negotiating mandate of the Work Programme was exploratory in nature. He went on to say that, since the establishment of the Work Programme, the digital divide for LDCs had widened. In theory, e-commerce was supposed to help surmount the obstacles faced by weaker countries when competing with stronger players. However, in reality, most LDCs had to deal with a number                                           WT/COMTD/M/101                                                  - 24 - of constraints – relating to insufficiencies in basic infrastructure, electricity and internet access, as well as to the high cost of broadband connectivity. LDCs also faced a number of bottlenecks that prevented them from taking advantage of the opportunities that were theoretically available through e-commerce platforms. The LDC Group believed that, in order for LDCs to be able to benefit from e-commerce, the three key issues were access, affordability and availability. He went on to provide some figures to put into context the present situation of the LDCs. He mentioned, inter alia, in this regard that only 15% of the population in LDCs used the internet. Fixed broadband penetration remained at below 1% in Africa and the LDCs. In light of the low penetration rate in internet use, LDCs were not in a position to take advantage of the benefits of e-commerce.","WTCOMTDM101.pdf","Uganda, LDC, Group, Members, General, Council, Work, Programme, Work, Programme, Work, Programme, LDCs, LDCs, LDC, Group, Africa, LDCs"
"250",250,"128","128. He indicated that discussions under the Work Programme needed to focus on overcoming the challenges that were hindering LDCs from becoming e-commerce-ready. It was suggested that discussions could focus on a number of specific issues, including access to electricity, access to digital infrastructure and cheap and fast broadband, inadequate skills, and technology transfer. He went on to express support for the intervention by the African Group, and noted in particular that most of the proposals under consideration fell outside the scope and mandate of the 1998 Work Programme. He invited the proponents to narrow down their submissions to issues specific to the CTD, and to focus on the elements contained in paragraph 5.1 of the Work Programme, with a view to addressing the digital divide. He also highlighted the need to complement, and not undermine, initiatives within Africa, and in particular Agenda 2063: The Africa We Want. He believed that it was important to examine the implications of e-commerce on the structural transformation and industrialization of Africa, and what the impact would be on domestic markets, domestic manufacturers and service suppliers. Finally, he outlined the plans of the International Telecommunications Union to connect 1.5 billion people to the internet, and regretted that funds were not being made available for this purpose. In this regard, he expressed concern with the downward trajectory in Aid for Trade, particularly for LDCs, and stressed the need for consistency in the message and practice of donors.","WTCOMTDM101.pdf","Work, Programme, African, Group, CTD, Work, Programme, Africa, Africa, International, Telecommunications, Union, LDCs"
"251",251,"129","129. The representative of Peru recognized the importance of e-commerce for economic growth and development, and noted that a chapter on e-commerce was included in most of the trade agreements to which Peru was party. Peru was also working actively in various agencies to encourage commitments on e-commerce and related matters, with a focus on development. He expressed interest in learning more about the technical details of the proposals under consideration, in order to identify specific ways for Members to move forward, including in the context of an outcome at MC11.","WTCOMTDM101.pdf","Peru, Peru, Peru, Members"
"252",252,"13","13.   The representative of Norway, on behalf of the Steering Committee of the evaluation, reminded Members that the evaluation had been undertaken independently, and that the findings and recommendations were those of the external consultants. The task of the Steering Committee had been to supervise the process. While individual members of the Steering Committee would make statements during the present discussion, the Steering Committee would refrain from commenting on the findings of the evaluation, or on the WTO management response. After expressing appreciation to those who had contributed to the evaluation process, she indicated that the Steering Committee was interested in hearing Members' views on how best to ensure that the evaluation and its findings would provide guidance for the WTO's work in this area, with a view to achieving even more targeted, results-oriented and efficient TA programmes. A possible course of action in this regard was for Members to form an implementation support group, consisting of donors and beneficiaries, so as to provide oversight in the follow-up to the evaluation.","WTCOMTDM101.pdf","Norway, Steering, Committee, Members, Steering, Committee, Steering, Committee, Steering, Committee, WTO, Steering, Committee, Members, WTO, Members"
"253",253,"130","130. The representative of Colombia expressed support for the proposals contained in documents JOB/DEV/42 and JOB/DEV/43, of which his delegation was a co-sponsor. With regard to the proposal contained in document JOB/DEV/39/Rev.1, he indicated that his delegation was supportive of many of the ideas contained therein, including with regard to the recommendation to extend the moratorium on the imposition of customs duties on electronic transmissions. Colombia was particularly interested in the topics outlined in the first section of the proposal, in light of its successful experiences in areas such as streamlined procedures for customs clearance, inspection and quarantine, and the promotion of paperless trade, He also noted that the proposal encompassed elements which could have a favourable impact on the development of physical and legal infrastructure, which he believed was one of the main obstacles faced by developing countries in using e-commerce. In this regard, he made particular reference to the suggestion in the proposal to explore concrete measures to improve infrastructure and technical conditions, including in the context of Aid for Trade. The mention in paragraphs 1.3 and 3.1 of the need for information exchange was additionally welcomed, in particular in the context of the benefits this would bring to MSMEs. With regard to section 2, concerning transparency commitments, he invited the proponents to review their suggestions, as these were already part of existing commitments in goods and services. His delegation also wished to gain a better understanding from the proponents on paragraph 5.2, and in particular the role they envisaged for the Secretariat. It was additionally noted that the proposal covered only one of the dimensions of e-commerce, and in this regard he expressed hope that discussions on e-commerce could encompass other areas as well.","WTCOMTDM101.pdf","Colombia, Colombia, Secretariat"
"254",254,"131","131. He went on to say that he wished to share some of his country’s experiences in the context of infrastructure and connectivity development. He outlined in particular elements of Colombia’s Vive Digital Plan for the 2010-2014 period, which had the objective of developing the necessary infrastructure to enhance connectivity and internet access across the country. The success of the                                         WT/COMTD/M/101                                                - 25 - initiative could be attributed to the close partnership between the public and private sectors, and in particular the consultative approach which had allowed the needs of the private sector to be identified and incorporated into the programme. To ensure continuity, a further plan for the 2014-2018 period had been established. Specific approaches were being implemented, including on a regional basis, and with a focus on education and employment. In closing, he stressed the importance of e-commerce in promoting development. He also expressed his delegation's willingness to discuss initiatives to facilitate trade in goods and services by electronic means.","WTCOMTDM101.pdf","Colombia, Vive, Digital, Plan"
"255",255,"132","132. The representative of Australia highlighted the role of e-commerce as a driver of international trade, inclusive economic growth and development. She observed in particular that e - commerce facilitated the participation of MSMEs in global trade. The view of her delegation was that the WTO could contribute to the trade-related aspects of e-commerce for the benefit of all Members. She noted that the proposal contained in document JOB/DEV/43 highlighted several aspects of e-commerce of particular relevance to developing countries, and went on to provide some comments on this proposal. With regard to trade facilitation and e-commerce, she agreed that taking steps in the WTO to facilitate cross-border e-commerce would contribute to development, and to the greater participation of MSMEs in global trade. In this context, she highlighted the certainty provided by the moratorium on customs duties, and encouraged Members to extend or make permanent the moratorium. She also welcomed the entry into force of the Trade Facilitation Agreement, and called for the full implementation of the Agreement to further enable cross-border e-commerce. On the issue of access to payment solutions, her delegation wished to hear more on how the WTO could contribute. With regard to infrastructure gaps, she recognized that addressing such gaps in developing countries and LDCs was a critical element in the creation of an enabling environment for e-commerce. Examples were provided of projects implemented by Australia, including the ASEAN-Australia Development Cooperation Programme Phase II, as well as projects relating to internet connectivity in Tonga and Fiji, telecommunications in Vanuatu, and mobile coverage in Kiribati and the Solomon Islands. In closing, she called for cooperation between relevant international agencies and others pursuing initiatives to close infrastructure gaps.","WTCOMTDM101.pdf","Australia, WTO, Members, WTO, Members, WTO, LDCs, Australia, ASEAN-Australia, Development, Cooperation, Programme, Tonga, Fiji, Vanuatu, Kiribati, Solomon, Islands"
"256",256,"133","133. The representative of Hong Kong, China noted the link between e-commerce and development, and indicated that her delegation was a co-sponsor of the proposal contained in document JOB/DEV/43. She stressed the need for the active participation of SMEs and MSMEs in global trade, but also recognized the difficulties they faced in terms of resources, technology and infrastructure. Her delegation therefore supported any initiative or discussion that could help create a reliable business environment, improve infrastructure, and build the capacity of SMEs and MSMEs to participate in e-commerce.","WTCOMTDM101.pdf","Hong, Kong, China"
"257",257,"134","134. The representative of Mexico said that his delegation was a co-sponsor of the proposals contained in documents JOB/DEV/42 and JOB/DEV/43. He noted that e-commerce offered additional ways to do business, which complemented the modalities already provided for by traditional trade. Furthermore, an appropriate legal and regulatory framework, covering aspects such as e-signatures and consumer protection, would ensure consumer confidence and make transactions more secure. He went on to highlight the potential of e-commerce in integrating SMEs into global value chains and promoting development. He noted that events such as the seminar organized on 13 March 2017 by the FED on e-payments and financial inclusion would help Members to make progress on issues such as the digital divide.","WTCOMTDM101.pdf","Mexico, FED, Members"
"258",258,"135","135. The representative of Zimbabwe expressed support for the intervention by South Africa on behalf of the African Group. She recognized the importance of e-commerce and digital trade, and welcomed discussions in the context of the 1998 Work Programme. She went on to say that the economies that had advanced in terms of digital trade and e-commerce had done so by using all the policy space at their disposal, and without any of the multilateral trade rules or disciplines on e-commerce that some Members were proposing. Moreover, e-commerce continued to grow rapidly in these countries. She said that it was imperative to maintain the same policy space for other countries – particularly developing countries – that had not yet developed their e-commerce and digital trade. It was also important to desist from imposing rules or disciplines at a time when developing countries were not e-commerce ready. She believed that it was premature to consider rules or disciplines on e-commerce, as such rules would benefit Members which were already technologically advanced. Furthermore, rules on e-commerce would widen the digital divide, thereby further excluding developing countries and LDCs.                                          WT/COMTD/M/101                                                 - 26 -","WTCOMTDM101.pdf","Zimbabwe, South, Africa, African, Group, Members, Members"
"259",259,"136","136. She noted with concern that, while there was no mandate for work to be undertaken on e - commerce rules or disciplines, some of the proposals under consideration had been drafted in these terms. Furthermore, there were elements that were outside the scope of the Marrakesh Agreement, some which went beyond the current mandate on e-commerce, and some which went beyond the mandate of the CTD. Those going beyond the CTD’s mandate needed to be considered in relevant bodies such as the CTS or the TRIPS Council. Furthermore, some proposals had overlooked the importance of consumer protection and privacy, whilst others had duplicated the work of other international organizations that had the full mandate over issues such as cybercrime and cyber security. Some proposals would affect Members’ schedules of goods and services commitments, while in a number of cases the objectives and the problems to be addressed were not clearly specified. She called on the proponents to revise their proposals so as to be in line with the 1998 Work Programme. She also stressed the need to continue discussions based on the current mandate, focusing on the development dimension. In addition to the exchange of information, she believed that Members needed to consider concrete ways to bridge the digital divide.","WTCOMTDM101.pdf","CTD, CTD, CTS, Members, Members"
"260",260,"137","137. The representative of Nigeria said that the paradigm shift to e-commerce in business transactions provided significant benefits, including with respect to market expansion, customer services improvements, and productivity enhancement. He noted that e-commerce in Nigeria was growing at an estimated annual rate of 25%, and underscored the importance of digital technology for Nigeria’s economic diversification. His delegation, as part of the FED, was actively participating in a number of activities related to e-commerce. Nigeria was also a co-sponsor of document JOB/DEV/43. He went on to say that, according to various analyses, the most fundamental areas to address in order to unleash the potential of developing countries in digital trade concerned infrastructure, trade logistics and facilitation, and electronic payments. He believed that Members needed to address the bottlenecks that developing countries faced, including with regard to payment methods, financial technologies, trade finance, financial inclusion, logistics and customs requirements. In closing, he stressed the importance of examining the costs and benefits of both action and inaction on e-commerce at the WTO. He believed that Members needed to consider taking a forward-looking approach that could lead to a concrete outcome at MC11, beyond the 1998 Work Programme. He also drew Members' attention to UNCTAD's E-Commerce Week, which would he held on 24-28 April 2017.","WTCOMTDM101.pdf","Nigeria, Nigeria, Nigeria, FED, Nigeria, Members, WTO, Members, Members, UNCTAD, E-Commerce, Week"
"261",261,"138","138. The representative of Bangladesh observed that, while e-commerce could contribute to inclusive trade, it was essential for all countries to have the necessary internet facilities and other related infrastructure in place. His delegation looked forward to having discussions on the issues entrusted to the CTD under paragraph 5.1 of the 1998 Work Programme.","WTCOMTDM101.pdf","Bangladesh, CTD"
"262",262,"139","139. The representative of Singapore said that the digital divide was a real and persisting problem. The lack of infrastructure and an enabling regulatory framework continued to impede the development of e-commerce in some countries. The view of his delegation was that the development dimension of e-commerce had to go beyond hard infrastructure. It was necessary to also address issues relating to soft infrastructure, such as regulatory frameworks, as this would also be conducive to the development of e-commerce, while generating inclusive economic growth. With regard to the way forward on e-commerce, he believed that the WTO might not be able to provide the hard infrastructure needed for basic internet connectivity, or access to power supply. However, it could serve as a platform to discuss best practices and encourage information exchange on enabling regulatory frameworks that could potentially narrow the digital divide and help enhance the participation of developing countries and LDCs in e-commerce. Much of this could take place through the regular work of the WTO, including discussions on e-commerce in Members' TPRs, transparency notifications on related-measures in the CTS, and discussions on e- commerce chapters on RTAs in the CRTA. He also encouraged Member-driven initiatives, such as the seminar on e-payments and financial inclusion that had been held on 13 March 2017.","WTCOMTDM101.pdf","Singapore, WTO, LDCs, WTO, Members, CTS, CRTA"
"263",263,"14","14.   The representative of Norway stressed the importance of evaluations in assessing the effects of development assistance. For Norway, as a donor, it was crucial to know whether the public funding channelled into trade-related TA was contributing to the intended objective of integrating developing countries, and in particular the least developed countries (LDCs), into the multilateral trading system. Regular evaluations allowed more knowledge to be gained on how training programmes should be managed in order to have the best possible effect. However, evaluations                                          WT/COMTD/M/101                                                  -5- were only one part of the results-based management (RBM) cycle, as continuous monitoring and feedback from beneficiaries was crucial in measuring short-term results. He noted in this regard that the Secretariat had encountered difficulties in getting feedback from participants, and therefore highlighted the need for Members to find a way to ensure that the requested questionnaires and reports were submitted to the WTO. Turning to the evaluation, he expressed satisfaction with the overall conclusion that the WTO's TA was relevant and largely effective. He highlighted in particular the recommendation that TA needed to be recognized as part of the core business of the WTO, and in this regard indicated that more funding needed to come from the regular budget. Norway also supported the recommendation to integrate gender equality into the TA programmes. Continuing the monitoring and reporting on the gender balance of participants was important, although this was only a first step. On the suggestion for a specifically designed course for the private sector, he believed that this needed to be explored further. An online course could be a realistic option to start with. Finally, he indicated that the possibility of developing new training options to follow up on the Trade Policy Reviews (TPRs) merited further discussion, particularly in the context of finding ways for the TPR process to provide additional benefits to developing countries.","WTCOMTDM101.pdf","Norway, Norway, RBM, Secretariat, Members, WTO, WTO, WTO, Norway, TPR"
"264",264,"140","140. He went on to share some of Singapore's experiences with e-commerce, particularly with regard to MSMEs. He said that the approach taken by Singapore was to put in place the right legal and policy frameworks that would support the participation of MSMEs in e-commerce. He gave the example of MSMEs in the food manufacturing industry in Singapore. Thanks to e-commerce, this sector was thriving, and Singapore's MSMEs were selling to China and India, as well as to some African countries. This success was due in part to the use of trade policy, which ensured the predictability of trade rules and provided confidence to MSMEs wishing to venture into the overseas markets. A sound legal and policy framework had also played a key role in attracting                                         WT/COMTD/M/101                                                - 27 - foreign e-commerce players to provide services in Singapore. The synergies between Singapore's local MSMEs and bigger e-commerce players had facilitated the development of a vibrant e - commerce environment, and had helped to foster innovation and growth. He also outlined a number of initiatives by the Government to help Singapore's MSMEs participate in e-commerce, including with regard to e-signatures, paperless trading, e-payments and transparency. In closing, he invited Members to explore in which areas the WTO could contribute to leveraging e-commerce as a tool for growth and development.","WTCOMTDM101.pdf","Singapore, Singapore, Singapore, Singapore, China, India, Singapore, Singapore, Singapore, Members, WTO"
"265",265,"141","141. The representative of Montenegro said that the expansion of the digital economy would foster new opportunities for the promotion of inclusive economic growth – for example by connecting rural and urban economies, opening new channels for landlocked countries' trade, and facilitating the participation of women and micro enterprises in the formal economy. She noted that her delegation was a co-sponsor of the proposal contained in document JOB/DEV/42. The development dimension of e-commerce cut across the entire list of issues outlined in the proposal, and many topics were directly or indirectly framed to contribute to the development of e - commerce. She indicated a particular interest to discuss a limited set of concrete rules to facilitate electronic transactions, such as e-contracts, e-signatures and regulatory frameworks relating to consumer protection and unsolicited messages. She added that her delegation looked forward to drawing from the 13 March 2017 seminar on e-payments and financial inclusion, and to working towards a tangible result on e-commerce at MC11.","WTCOMTDM101.pdf","Montenegro"
"266",266,"142","142. The representative of China said that her delegation appreciated the constraints faced by developing Members and LDCs in the use of e-commerce. This was why China believed that the development dimension needed to be at the centre of discussions on e-commerce. She called for pragmatic progress at the WTO on e-commerce, with priority given to the most important issues. Her delegation would continue to engage on this matter.","WTCOMTDM101.pdf","China, Members, LDCs, China, WTO"
"267",267,"143","143. The representative of the European Union said that the proposal contained in document JOB/DEV/39/Rev.1 contained a number of interesting elements. He made reference to issues such as e-signatures, consumer protection, customs procedures and enhancing the participation of SMEs in e-commerce. He agreed with the proponents on the importance of providing greater clarity and certainty for the trading community, and in this regard highlighted the importance of the moratorium on imposing custom duties on electronic transmissions. He suggested that Members should focus on issues that would have the highest chance of being harvested, whilst avoiding contentious ones like those relating to taxation policy. Turning to document JOB/DEV/43, he agreed on the need to address the development aspects of e-commerce. He believed that further discussion was required in order to close the digital divide. The EU remained open to considering any mechanism that could support the development of the necessary enabling environment to enhance participation in e-commerce. With regard to document JOB/DEV/42, of which the EU was a co-sponsor, he indicated that the communication could be further refined to fit better with the CTD’s terms of reference, thereby taking into account some Members’ concerns. While the communication was not a negotiating proposal, it nevertheless contained a mapping of relevant issues at the intersection of trade and e-commerce. The objective was to allow Members to decide collectively which of these issues should be discussed. He went on to say that his delegation was interested in discussing concrete rules that would facilitate electronic transactions, including rules that would help create an environment favourable to SMEs. These discussions could cover issues such as e-contract, e-signature, and regulatory frameworks relating to consumer protection and spam. He concluded by indicating his delegation’s interest to participate in follow-up discussions on the issues raised at the 13 March 2017 seminar on e-payments and financial inclusion.","WTCOMTDM101.pdf","European, Union, Members, EU, EU, CTD, Members, Members"
"268",268,"144","144. The representative of South Africa expressed support for the intervention by the African Group. She noted that the proposals under consideration had been submitted in line with paragraph 1.1. of the 1998 Work Programme and paragraph 1 of the Nairobi Decision on e - commerce. She also recalled that, according to the Work Programme, the CTD was to examine and report on the development implications of electronic commerce, taking into account the economic, financial and development needs of developing countries. Pointing to the digital divide and the uneven growth of e-commerce, she believed that the proposals needed to be refined and narrowed down in order to ensure a pertinent discussion in the CTD, as per the Work Programme. Her delegation believed that a number of specific issues needed to be taken up for further examination. These included: (i) the challenges that developing countries faced in becoming e - commerce ready; (ii) measurement challenges relating to e-commerce and the need for                                          WT/COMTD/M/101                                                - 28 - accurate data to engage in evidence-based policymaking; (iii) building the capabilities of developing countries and LDCs to participate in cross-border e-commerce; and (iv) the impact of e-commerce on Africa’s developmental objectives of industrial development, structural transformation and employment – with a view to promoting trade, development, and inclusive and equitable growth in the digital economy. She believed that South Africa could learn from other Members that had successfully developed their capabilities in the digital economy. Her delegation was particularly interested in specific government measures that had been used to support the development of e-commerce and the digital economy, and in this regard believed that there was potential in establishing strong links between industrial policy, infrastructure and skills development. Her delegation also wished to learn more about issues such as tax avoidance, market concentration, anti-competitive practices and the possible impact on labour conditions, employment and industrial development.","WTCOMTDM101.pdf","South, Africa, African, Group, Nairobi, Work, Programme, CTD, CTD, Work, Programme, LDCs, Africa, South, Africa, Members"
"269",269,"145","145. The representative of Egypt supported the intervention by South Africa, on behalf of the African Group. While noting the interest of many Members to move forward with discussions on e - commerce, his delegation believed that it was premature to draw conclusions on the implications of e-commerce for development and poverty alleviation. His delegation also wished to see engagement by Members in other areas of work in the WTO, including with respect to S&D and agriculture. He went on to outline four main challenges facing developing countries and LDCs in the e-commerce area, which were: (i) insufficient infrastructure; (ii) the lack of technology transfer; (iii) the lack of regulatory frameworks; and (iv) the absence of a multilateral understanding on e-commerce. He noted that the CTD's mandate under the 1998 Work Programme was to examine and report on the development implications of e-commerce, taking into account the economic, financial and development needs of developing countries. In this regard, he suggested that the best way to proceed with discussions on e-commerce would be to tackle the most important problems first, including with respect to issues relating to infrastructure and technology transfer. In closing, he noted that some of the proposals under consideration included elements which were outside the scope of the 1998 Work Programme, for example with regard to e-procurement. He invited the proponents to refine their proposals in order to make them compatible with the Work Programme.","WTCOMTDM101.pdf","Egypt, South, Africa, African, Group, Members, Members, WTO, S&D, LDCs, CTD, Work, Programme"
"270",270,"146","146. The representative of Rwanda expressed support for the interventions by a number of previous speakers, including South Africa, Cameroon, Uganda, Egypt and India. He said that, although e-commerce was on a rising trend across the world, the evidence showed that the big players were located in Europe, North America and in the Asia-Pacific region. This meant that e - commerce had grown unevenly across the world. He elaborated on several challenges that developing countries faced in making use of e-commerce, including with respect to connectivity, manufacturing capacity and the development of the services sector. He also outlined the problems associated with defining what was an electronic transmission, and in this regard indicated that, until a clear definition was found, it would be difficult to consider making permanent the moratorium on customs duties. He also believed that it was premature to consider developing new rules on e-commerce, given that there were still many issues relating to e-commerce that needed to be clarified.","WTCOMTDM101.pdf","Rwanda, South, Africa, Cameroon, Uganda, Egypt, India, Europe, North, America, Asia-Pacific"
"271",271,"147","147. The representative of Cameroon supported the intervention by South Africa on behalf of the African Group, as well as the intervention by Rwanda. He emphasized the need for future discussions on e-commerce to be focused and informed. In this regard, he believed that it was important to make clear the boundaries of the WTOs' work on e-commerce relative to the work of other organizations, and to ensure that discussions in the WTO took place within the framework of the 1998 Work Programme. He also stressed the importance of ensuring that all Members could benefit from e-commerce.","WTCOMTDM101.pdf","Cameroon, South, Africa, African, Group, Rwanda, WTO, Members"
"272",272,"148","148. The Chairman encouraged further engagement among Members in order to explore possible ways forward on e-commerce. He proposed that the Committee take note of all interventions, and also suggested that the item relating to the Work Programme on E-Commerce be reflected on the agenda of the next CTD meeting.","WTCOMTDM101.pdf","Chairman, Members, Committee, Work, Programme, CTD"
"273",273,"149","149. It was so agreed.                                         WT/COMTD/M/101                                               - 29 -","WTCOMTDM101.pdf",""
"274",274,"15","15.     The representative of Nigeria welcomed the opportunity for Members to have a strategic discussion on the future of the WTO's TA, and suggested that further discussions would also be useful. He indicated that there were a number of areas in the report on which he was seeking clarification and further elaboration from the consultants. The first area concerned the mention in the report that some divisions within the Secretariat continued to implement informal and uncoordinated TA activities, which made the Organization's total effort less purposeful and accountable. The second area on which he sought clarification referred to the observation in the report that, while training and internship programmes were found to be highly relevant, the overall relevance of the WTO's TA activities beyond these programmes was far less clear. The third area concerned the issue of efficiency, and in particular the report's finding that the way TA was governed and managed within the Organization reduced its potential efficiency. The fourth area related to the issue of sustainability, and in particular the observation in the report that, if the main budgetary and extra-budgetary resources were seriously weakened or made less cohesive, the WTO's technical support capacity would no longer be sustainable. Finally, he expressed support for the suggestion by Norway, on behalf of the Steering Committee of the evaluation, for the establishment of an implementation support group.","WTCOMTDM101.pdf","Nigeria, Members, WTO, Secretariat, WTO, WTO, Norway, Steering, Committee"
"275",275,"150","150. The Chairman said that he wished to provide Members with a brief update on the preferential trade arrangements (PTAs) that were to be considered in Dedicated Sessions of the CTD. He firstly informed the Committee that a new notification had been made under the Transparency Mechanism for PTAs since the last CTD meeting. This concerned the US' trade preferences for Nepal. The notification, of 20 January 2017, was circulated in document WT/COMTD/N/52. The Secretariat would be able to begin the preparation of the factual presentation on this PTA after the US submitted its 2017 tariff schedule for integration into the Integrated Database. Turning to the other PTAs to be considered in Dedicated Sessions, he said that the Secretariat had still not received the full set of data or information required for the preparation of the factual presentations on the PTAs being implemented by China, India, the Russian Federation, Chinese Taipei and Thailand. He urged these Members to provide the necessary data and information as soon as possible.","WTCOMTDM101.pdf","Chairman, Members, CTD, Committee, US, Nepal, Secretariat, PTA, US, Integrated, Database, Secretariat, China, India, Russian, Federation, Taipei, Thailand, Members"
"276",276,"151","151. The representative of China said that his delegation attached great importance to the implementation of DFQF market access for LDCs. He informed the Committee in this regard that China, as a developing Member, had been providing 97% DFQF access since 2015. It was hoped that this would help LDCs to fully achieve their trade potential, while promoting economic growth and sustainable development. With a view to increasing transparency in China's DFQF scheme, his delegation had circulated a notification in November 2016, providing updated information on the scheme. His delegation was also working to provide to the Secretariat the required data relating to scheme. In closing, he urged Members, and especially developed Members, to fulfil their obligations by providing increasingly greater DFQF market access to LDCs.","WTCOMTDM101.pdf","China, Committee, China, Member, China, Secretariat, Members, Members"
"277",277,"152","152. The Committee took note of the interventions.","WTCOMTDM101.pdf","Committee"
"278",278,"153","153. The Chairman said that an item concerning DFQF market access for LDCs had been on the CTD's agenda since early 2006. Under this item, delegations had provided information on the steps they were taking, or had already taken, to provide DFQF market access to LDCs. Written communications by some Members had also been considered.","WTCOMTDM101.pdf","Chairman, LDCs, CTD, Members"
"279",279,"154","154. The representative of Cambodia, on behalf of the LDC Group, recalled that the Group had circulated in November 2016 a revised proposal containing the draft terms of reference for a clinical examination of DFQF implementation. The revised proposal, which was contained in document WT/COMTD/W/218/Rev.1, had been introduced by the delegation of Benin at the last CTD meeting. Although the LDC Group had since held consultations with the key delegations that had expressed concerns, some Members were still sceptical about the clinical examination. With regard to the first section of the proposal, one Member had observed that the reference to the Hong Kong DFQF Decision was prejudicial to its position on the Doha Development Agenda (DDA), and had suggested that the reference could be omitted. This suggestion posed difficulties for the LDC Group, as it eroded the foundational basis of the proposal. Furthermore, it had systemic implications for everything anchored in the DDA architecture that the LDCs had pursued, and continued to pursue. She explained that the reference to the Hong Kong Decision provided a historical background, and had not been made in relation to future work on DFQF. With regard to the second section of the proposal, which addressed the scope and parameters of the clinical examination, she said that one Member had felt affected. After several consultations with this Member, the LDC Group had decided to make the parameters neutral, as laid out in the revised proposal. She additionally informed the Committee that no comments had been made on the third section of the proposal, concerning the approach, while the timetable for the study – contained in the fourth section – had been rearranged. She went on to say that the LDC Group had demonstrated flexibility, and urged Members to show similar flexibility. It was observed in this regard that the Group was asking for a study, and not a decision. Furthermore, any recommendations from the study would need to be agreed to by consensus. In this light, she called on Members to agree to the terms of reference for the clinical examination.                                             WT/COMTD/M/101                                                    - 30 -","WTCOMTDM101.pdf","Cambodia, LDC, Group, Group, Benin, LDC, Group, Members, Member, Hong, Kong, Doha, Development, Agenda, DDA, LDC, Group, DDA, LDCs, Hong, Kong, Member, Member, LDC, Group, Committee, LDC, Group, Members, Group, Members"
"280",280,"155","155. The representative of Uganda expressed support for the intervention by Cambodia on behalf of the LDC Group. With respect to the revised proposal, he explained that it had not been possible to accommodate all the requests made by delegations during the consultations. In particular, the Group had decided to maintain the reference to the Hong Kong Decision, as it was felt that this Decision provided the appropriate background and mandate. Furthermore, it had systemic implications for all LDC specific issues, including cotton, preferential rules of origin and the services waiver. He questioned the suggestion that no references could be made to the DDA, noting in particular that this had further implications, for example with respect to the implementation of the Ministerial Decisions from the Bali and Nairobi Ministerial Conferences. He also observed that the proposed clinical examination was not about the future, but rather about how DFQF had been implemented in the past. Any recommendations resulting from the study would have to be agreed to by consensus in the CTD.4","WTCOMTDM101.pdf","Uganda, Cambodia, LDC, Group, Group, Hong, Kong, DDA, Bali, Nairobi, Ministerial, Conferences, DFQF"
"281",281,"156","156. The representative of the United States recalled that, in past meetings, her delegation had reported the expansion of DFQF benefits for LDCs under the US' Generalized System of Preferences scheme, as well as under the African Growth and Opportunity Act. She also informed the Committee that, on 30 December 2016, the US had begun implementing a new set of preferential trade benefits for Nepal. These benefits were in addition to the benefits already provided under the GSP scheme. The preferences, which were developed in response to the devastating earthquake in 2015, provided duty-free treatment for 66 tariff lines. The covered goods were classified in Chapters 42, 57, 61, 62, 63, and 65 of the Harmonized System. A link to the full list of covered products could be found in the US' notification of the preference programme. These improvements demonstrated that the US had faithfully implemented the Bali Decision to improve existing DFQF coverage for products originating from LDCs, so as to provide increasingly greater market access to LDCs. As Members were aware, the US' preference programmes for LDCs were authorized by the US Congress. She additionally noted that reference had been made at the present meeting to the LDC Group's proposal on the terms of reference for a clinical examination of DFQF implementation. In this regard, she recalled that her delegation had previously raised concerns on the proposal, including the revised version considered at the last CTD meeting. In closing, she indicated that her delegation looked forward to continuing to work with the LDCs to determine whether a way forward on this issue might be possible.","WTCOMTDM101.pdf","United, States, LDCs, US, Committee, US, Nepal, GSP, US, US, Bali, Members, US, LDCs, US, Congress, LDC, Group, LDCs"
"282",282,"157","157. The representative of Canada recalled some of the points that her delegation had previously made with respect to the proposal from the LDC Group. She said that any terms of reference for a Secretariat study needed to be objective and allow for a factual examination of DFQF market access for LDCs. In this regard, she noted that the revised submission continued to include some subjective elements. She also emphasized that the content of the proposed study should not duplicate information that was already available in existing Secretariat documents.","WTCOMTDM101.pdf","Canada, LDC, Group, Secretariat, Secretariat"
